order_id,ma_don,ma_cua_hang,ngay,ten_khach,so_dien_thoai,thanh_tien,nhan_vien,ghi_chu
258,HD00012,MM022,2026.03.01,Vũ Bảo Ngân,0830 054 242,7191000,Chị Hải,
259,MM018-0011,MM018,12-2-26,Lê Thanh An,0824849338,17091000,Anh Quyên,Khách hẹn lấy sau
260,MM024-0014,MM024,23/06/2025,HOÀNG KIM VINH,0398577756,14821000,Anh Bình,
261,HD00007,MM007,17/10/2025,Do Tuan Cuong,0777193818,47110500,Chị Duy,
262,MM008-0008,MM008,9-4-26,Đỗ Tuấn Cường,0777193818,320000,Anh Đạt,
263,HD00008,MM007,20/11/2025,Bui Van Oanh,84354177442,6490000,Anh Khoa,Đã xuất hóa đơn VAT
264,MM007-0009,MM007,6-11-25,Bùi Văn Oanh,0354177442,120000,Chị Đạt,
265,MM016-0010,MM016,2026.05.19,Vũ Tuấn Đạt,0332036155,237500,Chị Hiếu,Khách hẹn lấy sau
266,MM014-0012,MM014,02/11/2025,Vũ Tuấn Đạt,0332036155,17262000,Chị Quân,
267,HD00014,MM010,03/01/2026,Huynh Kim Lan,0859003924,5690500,Chị Lâm,Đã xuất hóa đơn VAT
268,HD00014,MM012,29/07/2026,Hoàng Quang Trang,0833860501,11990000,Chị Oanh,Trả góp 0%
269,HD00010,MM002,09/11/2024,Lý Quang An,0398660817,,Chị Huy,Trả góp 0%
270,MM010-0015,MM010,30/10/2024,Đặng Quang Dung,0358832916,25751500,Chị Tuyết,
271,MM009-0009,MM009,19-6-26,Đặng Quang Dung,84358832916,7990000,Anh Trung,
272,HD00017,MM019,02/04/2025,Đặng Quang Dung,0358832916,11691000,Chị Tuyết,
273,HD00012,MM013,23/03/2026,Trần Bảo Bình,0769406207,18990000,Anh Trung,Đã xuất hóa đơn VAT
274,HD00011,MM002,14/03/2025,Hồ Quang Quân,0893 758 987,38772000,Anh Huy,Đã xuất hóa đơn VAT
275,HD00015,MM024,3-2-25,Trần Bảo Linh,0377302873,19580000,Anh Quyên,Trả góp 0%
276,MM012-0015,MM012,16/01/2026,Bùi Bảo Ngân,,33291000,Anh Vy,
277,MM014-0013,MM014,06/12/2024,Bùi Bảo Ngân,0848594222,51273000,Chị Ngân,Trả góp 0%
278,HD00013,MM022,11/09/2024,Trần Gia Khoa,0930100272,4590000,Chị Duy,
279,HD00016,MM012,08/09/2024,Trần Gia Khoa,0930100272,23181000,Chị Cường,
280,MM011-0014,MM011,27/01/2026,Tran Gia Khoa,84930100272,24980000,Chị Quân,Đã xuất hóa đơn VAT
281,HD00009,MM008,2026.02.25,Trần Gia Khoa,0930100272,4740500,Anh Mai,
282,HD00012,MM002,19-1-26,Vo Thanh Vinh,0775257624,31829000,Anh Khoa,
283,MM008-0010,MM008,2026.07.05,Dương Ngọc Tú,0989431409,19240000,Chị Hoa,
284,HD00010,MM007,15/07/2024,Trần Đức Oanh,0896638591,3990000,Anh Long,
285,MM008-0011,MM008,10/10/2024,Trần Đức Oanh,0896638591,1890000,Anh Hoa,Trả góp 0%
286,MM016-0011,MM016,21-7-25,Tran Duc Oanh,0896638591,4740500,Anh Hoa,
287,MM017-0006,MM017,13/07/2025,Đặng Xuân Quân,0799002555,6830500,Chị Mỹ,
288,MM008-0012,MM008,06/08/2025,Đặng Xuân Quân,84799002555,36990000,Chị Thu,
289,MM001-0014,MM001,2025.03.14,Đặng Xuân Quân,0799002555,7910500,Anh Tú,Khách hẹn lấy sau
290,HD00010,MM003,25/03/2025,Đặng Xuân Quân,84799002555,1701000,Chị An,Trả góp 0%
291,MM012-0017,MM012,31/03/2025,Võ Tuấn Dung,0986365619,18022000,Anh Tuyết,Đã xuất hóa đơn VAT
292,HD00013,MM008,02/06/2026,Võ Tuấn Dung,0986365619,9490500,Anh Khoa,
293,HD00015,MM011,05/08/2025,Pham Gia Cuong,0778782310,18990000,Anh Vy,Đã xuất hóa đơn VAT
294,MM001-0015,MM001,2025.10.13,NGUYỄN TUẤN TRANG,0393342532,4990000,Anh Yến,Trả góp 0%
295,HD00011,MM023,22/09/2024,Bùi Minh Tâm,0701300476,55980000,Anh Long,
296,HD00012,MM018,03/06/2026,Bùi Minh Tâm,0701300476,750000,Anh Tú,
297,MM017-0007,MM017,2024.12.07,ĐẶNG KIM THẢO,0770776050,8921000,Chị Huy,
298,MM012-0018,MM012,19/07/2024,Dương Thị Oanh,84861883531,4491000,Anh Duy,Trả góp 0%
299,HD00016,MM011,02/09/2025,Dương Thị Oanh,0861883531,500000,Chị Vy,Trả góp 0%
300,MM023-0012,MM023,2026.05.29,Trần Ngọc Mai,84907747624,5990000,Anh Bình,Trả góp 0%
301,MM005-0009,MM005,20-8-26,Ngô Xuân Dung,0913467102,27970000,Chị Yến,
302,HD00016,MM024,28/02/2026,Đỗ Ngọc Tú,0343029192,304000,Chị Lâm,
303,HD00014,MM022,2024.12.09,Duong Thanh Oanh,84703639859,18480000,Anh Huy,
304,HD00015,MM022,24-4-25,Nguyễn Văn Nhung,0367261669,18040500,Chị Nga,Khách hẹn lấy sau
305,MM014-0014,MM014,16/10/2025,Huỳnh Hữu Mỹ,0823550965,250000,Anh Tú,Khách hẹn lấy sau
306,HD00010,MM009,28/11/2025,Phạm Ngọc Long,0764760237,1795500,Anh Mỹ,Khách hẹn lấy sau
307,MM022-0016,MM022,05/08/2024,PHẠM NGỌC LONG,0764760237,70070500,Chị Hoa,Khách hẹn lấy sau
308,HD00011,MM007,08/11/2025,Hoàng Hữu Phong,0856462020,712500,Chị Mỹ,
309,MM012-0019,MM012,3-10-24,Hoàng Hữu Phong,0856462020,6490000,Anh Như,Đã xuất hóa đơn VAT
310,MM024-0017,MM024,2025.07.06,Hoàng Hữu Phong,0856462020,250000,,
311,HD00018,MM019,12/05/2025,Hoang Huu Phong,0856462020,32240000,Anh Yến,
312,HD00014,MM008,2026.06.30,Nguyen Kim Tu,0375890989,18040500,Chị Tuyết,
313,HD00013,MM018,1-1-26,Ngô Xuân Thu,0763394141,35781500,Chị Quân,Trả góp 0%
314,MM023-0013,MM023,13-12-25,Bùi Minh Dung,84819406463,5990000,,Đã xuất hóa đơn VAT
315,MM003-0011,MM003,14/05/2025,Bùi Minh Dung,0819406463,12340500,Chị Hải,
316,HD00012,MM016,28/05/2025,Bui Minh Dung,0819406463,10831000,Anh Mai,
317,HD00018,MM024,21-2-25,Huỳnh Gia Quyên,84886868761,6794000,Anh Khánh,Khách hẹn lấy sau
318,HD00019,MM019,08/02/2025,Huynh Gia Quyen,0886868761,75573000,Anh Tú,Đã xuất hóa đơn VAT
319,MM009-0011,MM009,10-2-26,Huỳnh Gia Quyên,84886868761,12990000,Chị Duy,Khách hẹn lấy sau
320,HD00010,MM005,18/11/2024,Ngô Xuân Ngân,0791 551 364,18990000,Anh Đạt,
321,HD00020,MM019,4-3-26,NGÔ XUÂN NGÂN,0791551364,11990000,Chị Trang,Đã xuất hóa đơn VAT
322,MM024-0019,MM024,27/08/2026,Phan Hoai Quyen,0970171874,12980000,Chị Quân,
323,HD00015,MM014,11/04/2025,Dương Bảo Ngân,0945785974,10791000,Chị Giang,Đã xuất hóa đơn VAT
324,MM010-0016,MM010,05/11/2024,Dương Bảo Ngân,0945785974,9490000,Chị Duy,
325,MM014-0016,MM014,04/06/2025,Dương Bảo Ngân,0945785974,27990000,Anh Thu,
326,MM006-0010,MM006,21/09/2025,Đặng Hữu Thảo,0856373262,3591000,Anh Đạt,Khách hẹn lấy sau
327,MM019-0021,MM019,19/02/2026,Đặng Hữu Thảo,84856373262,11990000,Anh Bình,Khách hẹn lấy sau
328,MM006-0011,MM006,02/08/2024,Nguyễn Gia Trung,0852324653,4590000,Anh Huy,
329,MM009-0012,MM009,20/01/2026,Nguyen Gia Trung,0852324653,9490000,Anh Long,
330,HD00012,MM007,2025.11.17,Hoàng Hữu Lan,0793550785,28791000,Chị Hải,
331,MM011-0017,MM011,19-8-25,Hoàng Hữu Lan,0793550785,37020500,Chị Vy,
332,HD00008,MM017,2025.12.29,Võ Tuấn An,0835874694,2241000,Anh Trung,Trả góp 0%
333,HD00014,MM023,09/08/2024,Phan Văn Thảo,0979603909,6.490.000đ,Chị Hải,Đã xuất hóa đơn VAT
334,MM018-0014,MM018,9-12-25,Phan Van Thao,0979603909,4740500,Chị Duy,Đã xuất hóa đơn VAT
335,MM015-0013,MM015,01/11/2024,Nguyễn Đức Khánh,0884357584,47692500,Chị Yến,Trả góp 0%
336,HD00016,MM001,26/04/2025,Nguyễn Đức Khánh,,9490000,Anh Bình,Trả góp 0%
337,MM010-0017,MM010,22/06/2025,Nguyễn Minh Thu,0342433902,6165500,Chị Huy,Khách hẹn lấy sau
338,MM024-0020,MM024,2025.11.02,Ngo Hoai Duy,0942 098 015,36990000,Chị Linh,Khách hẹn lấy sau
339,HD00017,MM022,26-1-26,Ngô Hoài Duy,0942098015,23581000,Chị Giang,Khách hẹn lấy sau
340,HD00013,MM002,28/04/2025,Ngô Hoài Duy,0942098015,2490000,Anh Đạt,
341,MM020-0014,MM020,04/06/2026,Huỳnh Anh Hoa,0707318760,11480000,Anh Tâm,
342,MM012-0020,MM012,11/03/2026,Hoang Gia Linh,0861 704 385,3990000,Chị Mỹ,
343,HD00018,MM021,10/11/2024,Phan Ngọc Oanh,0764050409,36990000,Anh Đạt,Khách hẹn lấy sau
344,HD00022,MM019,12/12/2024,Phan Ngọc Oanh,0764050409,5990000,Anh Huy,
345,HD00012,MM006,24/11/2024,Duong Anh Oanh,84820987161,26901500,Chị Giang,Trả góp 0%
346,HD00014,MM015,02/10/2025,Trần Ngọc Mai,0353680158,22482000,Chị Trang,
347,HD00013,MM016,12/06/2025,Phan Gia Thao,0941070967,11990000,Anh Trung,
348,MM021-0019,MM021,16-3-25,Huỳnh Hoài Hà,0338836490,11990000,Anh Yến,Trả góp 0%
349,MM012-0021,MM012,19/08/2024,Hoàng Hữu Mai,0339193088,6490000,Anh Đạt,Đã xuất hóa đơn VAT
350,HD00012,MM004,22/07/2024,Vũ Bảo Cường,0791457920,2881000,Chị Long,Trả góp 0%
351,MM014-0017,MM014,25/04/2025,Vu Bao Cuong,0791457920,70281000,Anh Lâm,Đã xuất hóa đơn VAT
352,MM013-0013,MM013,2025.11.03,LÝ MINH THẮNG,0833715880,18496500,Chị Hải,Đã xuất hóa đơn VAT
353,MM004-0013,MM004,16/01/2026,NGUYỄN MINH HÀ,0337422039,11990000,Chị Mỹ,Đã xuất hóa đơn VAT
354,HD00014,MM016,15/02/2026,Nguyễn Minh Hà,0337422039,6490000,Anh Lan,
355,MM006-0013,MM006,2024.10.13,Dang Duc Ngan,0705 202 956,12990000,Anh Tú,Khách hẹn lấy sau
356,HD00014,MM002,01/01/2026,Đặng Hoài Huy,0918149701,7981000,Chị Cường,
357,MM024-0021,MM024,2025.07.16,Dang Hoai Huy,0918149701,9990000,,
358,HD00015,MM020,26/03/2026,Huỳnh Minh Tú,0910870745,20495500,Anh Đạt,
359,MM019-0023,MM019,24/02/2025,Nguyễn Thị Sơn,0786993355,32880500,Chị Quân,
360,MM021-0020,MM021,21/10/2024,Hoang Anh An,0810 940 897,6165500,Chị Vy,
361,HD00014,MM006,26/04/2025,Hoàng Anh An,0810 940 897,7490000,Chị Nga,Đã xuất hóa đơn VAT
362,HD00018,MM022,2026.07.10,Võ Hoài Hoa,0325254129,6740000,Anh Tú,Khách hẹn lấy sau
363,MM007-0013,MM007,23/05/2025,Đặng Thanh Khánh,0982521956,9015500,Chị Thu,
364,MM002-0015,MM002,31/01/2026,Hồ Thanh Thảo,0793183352,27990000,Anh Tú,
365,HD00018,MM010,01/12/2025,Đặng Xuân Phúc,0765975309,7490000,Anh Huy,Trả góp 0%
366,MM024-0022,MM024,29/07/2026,Vũ Minh Tú,0709138254,5990000,Chị Giang,Đã xuất hóa đơn VAT
367,HD00015,MM006,26/01/2025,Vũ Minh Tú,0709138254,33880000,Anh Long,Khách hẹn lấy sau
368,MM003-0012,MM003,19/11/2025,Võ Quang Phương,0708275135,5670000,Chị Quân,Khách hẹn lấy sau
369,HD00024,MM019,2025.03.22,Vo Quang Phuong,0708275135,17523000,Anh Thu,
370,HD00015,MM023,23/06/2026,Phan Minh Huy,,73368000,Chị Nam,
371,MM012-0022,MM012,11/10/2025,Tran Bao Khanh,0347990483,7490000,Chị Long,Khách hẹn lấy sau
372,HD00015,MM008,14-7-24,Trần Bảo Khánh,0347990483,4131000,Anh Lâm,
373,MM006-0016,MM006,24-10-25,Tran Bao Khanh,0347990483,21530500,Anh Lan,
374,HD00018,MM014,29-12-24,DƯƠNG TUẤN TUYẾT,0987602592,70281000,Anh Tú,
375,MM015-0015,MM015,04/10/2024,DƯƠNG TUẤN TUYẾT,84987602592,2990000,Chị An,
376,MM023-0016,MM023,18/06/2026,Dương Xuân Trang,0904282539,22990000,Chị Hiếu,Đã xuất hóa đơn VAT
377,HD00017,MM006,15/05/2025,Bùi Văn Bình,0810737091,7191000,Chị Bình,Đã xuất hóa đơn VAT
378,HD00019,MM014,2-7-25,Bùi Văn Bình,84810737091,18990000,Anh Long,
379,MM001-0017,MM001,09/08/2025,PHẠM BẢO TRUNG,0368521043,7490000,Anh Quyên,Trả góp 0%
380,HD00019,MM010,01/04/2025,Huỳnh Văn Phương,0943 348 993,4131000,Chị Thu,Đã xuất hóa đơn VAT
381,MM021-0021,MM021,2026.06.26,Dương Gia Yến,0963486798,9990000,Chị Lan,Khách hẹn lấy sau
382,MM017-0009,MM017,05/08/2026,Bùi Gia An,0766659751,14681000,Chị Quân,Trả góp 0%
383,MM023-0017,MM023,2026.07.07,Vũ Tuấn Linh,84772393022,18040500,Chị Cường,
384,MM020-0016,MM020,2026.04.29,Vũ Tuấn Linh,0772 393 022,8982000,Chị Sơn,Khách hẹn lấy sau
385,HD00014,MM007,06/10/2024,HUỲNH HỮU HUY,0815692324,3141000,,
386,MM021-0022,MM021,18/12/2025,Huỳnh Hữu Huy,0815692324,304000,Anh Khoa,
387,HD00015,MM007,19-1-25,Dương Hoài Linh,84931582098,7115500,Chị Vy,
388,MM004-0014,MM004,12-10-25,NGÔ MINH MAI,84936720072,3790500,Chị Lan,
389,HD00023,MM024,19/08/2026,Ngô Minh Mai,0936720072,8541000,Chị Bình,Khách hẹn lấy sau
390,MM005-0011,MM005,12/07/2024,Ngô Minh Mai,0936720072,11990000,Chị Sơn,Trả góp 0%
391,HD00013,MM009,24/02/2025,Dương Kim Phong,0335892223,26171500,Chị Linh,
392,HD00016,MM015,29-8-24,Dương Kim Phong,0335 892 223,750000,Anh Mai,
393,HD00014,MM013,14/03/2025,Trần Hữu Hiếu,0392450736,288000,Chị Hải,Trả góp 0%
394,HD00023,MM021,20/07/2025,Phan Bảo Tâm,0913442287,25191000,Chị Trang,Trả góp 0%
395,HD00017,MM015,06/07/2024,Huỳnh Văn Tú,0833 053 237,32580000,Chị Quân,Khách hẹn lấy sau
396,MM022-0019,MM022,07/10/2024,Lê Tuấn Long,0984300846,1890000,Chị Tuyết,
397,MM006-0018,MM006,05/01/2026,Lê Tuấn Long,0984300846,5690500,Anh Đạt,Khách hẹn lấy sau
398,HD00018,MM001,2024.07.07,Lê Tuấn Long,0984300846,10730500,Chị Hải,Đã xuất hóa đơn VAT
399,HD00015,MM013,25/01/2025,Lê Hoài Đạt,0366488811,3990000,Chị Hiếu,
400,HD00017,MM020,6-9-25,Đỗ Văn Yến,0862860328,17841000,,Khách hẹn lấy sau
401,MM002-0016,MM002,10/07/2026,Do Van Yen,0862860328,304000,Chị Duy,Trả góp 0%
402,MM022-0020,MM022,11-3-26,Huynh Thi Linh,0799442655,11990000,Anh Yến,
403,MM023-0018,MM023,30/08/2025,Phạm Minh Khoa,0903138876,5690500,Chị An,
404,HD00016,MM007,1-7-24,Huỳnh Đức Vy,0905623907,11831000,Chị Giang,Khách hẹn lấy sau
405,HD00019,MM006,21/10/2024,Ngô Bảo Trung,0793338344,45045500,Anh Bình,Đã xuất hóa đơn VAT
406,MM023-0019,MM023,25/12/2024,Ngô Bảo Trung,0793338344,5990000,Anh Khánh,Khách hẹn lấy sau
407,HD00023,MM012,07/11/2025,Ngô Bảo Trung,0793 338 344,2490000,Anh Tú,Đã xuất hóa đơn VAT
408,MM020-0018,MM020,22/03/2026,Hoàng Bảo Vinh,0371279017,6180000,Anh Phương,
409,HD00019,MM020,01/12/2025,Nguyễn Bảo Tú,0814861173,26590500,Anh Bình,
410,HD00025,MM019,14/01/2026,Nguyễn Bảo Tú,,25623000,Anh Yến,Khách hẹn lấy sau
411,HD00016,MM008,2024.11.24,Lý Văn Bình,0766342090,,Anh Hoa,Trả góp 0%
412,HD00020,MM006,22/12/2025,Nguyễn Hoài Huy,0941 932 730,750000,Anh Phương,
413,HD00024,MM012,2025.07.06,Nguyễn Hoài Huy,0941932730,10791000,Chị Thu,
414,MM022-0021,MM022,11/11/2024,Đỗ Văn Phong,0960056967,5990000,Chị Lâm,Trả góp 0%
415,MM009-0014,MM009,14/04/2026,Đỗ Văn Phong,,288000,Chị Long,
416,HD00022,MM022,25/05/2025,Hoàng Đức An,0940393701,25486500,Anh Như,Trả góp 0%
417,HD00024,MM024,2025.11.27,Hoàng Đức An,0940393701,5990000,Chị Yến,
418,MM007-0017,MM007,2025.03.11,VŨ HỮU PHƯƠNG,0396603014,750000,Anh Phương,Khách hẹn lấy sau
419,HD00016,MM013,14/11/2024,Vu Huu Phuong,0396603014,70281000,Anh Bình,
420,HD00020,MM010,21-9-25,Đặng Ngọc Trung,0828797032,4930500,Chị Linh,
421,MM009-0015,MM009,07/12/2025,Đặng Ngọc Trung,0828797032,18990000,Chị Ngân,Khách hẹn lấy sau
422,HD00012,MM005,26/08/2025,HOÀNG KIM HUY,0378407496,12331000,Anh Khoa,Đã xuất hóa đơn VAT
423,HD00026,MM019,18/12/2024,Pham Kim An,0943020474,237500,Anh Hiếu,
424,HD00018,MM007,25/05/2025,Phạm Kim An,84943020474,7590500,Anh Tú,
425,HD00013,MM003,23/04/2026,Phạm Kim An,0943020474,20223000,Chị An,Đã xuất hóa đơn VAT
426,HD00027,MM019,16-9-24,Nguyễn Ngọc Linh,0394589914,4491000,Chị Oanh,
427,HD00019,MM007,26/08/2026,Huỳnh Thanh Quyên,84938373535,15980000,Anh Trung,Trả góp 0%
428,MM023-0020,MM023,22/11/2024,Lê Kim Như,0985025259,26590500,Anh Duy,
429,HD00013,MM005,2026.03.20,LÊ KIM NHƯ,0985025259,7490000,Anh Giang,Đã xuất hóa đơn VAT
430,HD00017,MM002,7-9-25,Phan Thanh Thu,0390364276,10905500,,Khách hẹn lấy sau
431,HD00015,MM004,7-9-25,PHẠM VĂN QUÂN,0762 097 920,17080500,Chị Hải,
432,MM020-0020,MM020,06/08/2024,Phạm Kim Vinh,0349574047,8991000,Chị Hà,
433,HD00021,MM010,29/05/2026,Lý Gia Quân,0983732467,9193000,Anh Trung,Đã xuất hóa đơn VAT
434,MM003-0014,MM003,2025.01.30,VÕ KIM QUYÊN,0377 274 576,6165500,Anh Bình,
435,MM007-0020,MM007,17/03/2026,Bùi Quang Mỹ,0822873241,27990000,Anh Vy,
436,HD00023,MM022,23/08/2026,Bùi Đức Tú,0371605369,25146500,Anh Khoa,Trả góp 0%
437,HD00016,MM009,9-6-26,Bùi Đức Tú,84371605369,190000,Anh Lâm,
438,HD00021,MM020,2026.02.12,Hồ Ngọc Hoa,0859187072,73980000,Chị Thu,Khách hẹn lấy sau
439,HD00018,MM015,2026.02.17,Hồ Ngọc Hoa,0859187072,9490000,Chị Hiếu,
440,MM013-0017,MM013,07/03/2026,Hồ Ngọc Hoa,0859187072,4990000,Anh Đạt,Trả góp 0%
441,MM011-0018,MM011,22/02/2025,Đỗ Hoài Thảo,0946428733,41980000,,
442,HD00019,MM011,01/09/2025,Do Hoai Thao,0946428733,18990000,Anh Hoa,
443,MM013-0018,MM013,7-6-25,Vũ Quang Như,0857436893,24141000,Chị Ngân,
444,HD00017,MM008,04/05/2025,Vũ Quang Như,0857436893,4740500,Chị Thu,Trả góp 0%
445,MM009-0017,MM009,29/05/2025,Vũ Quang Như,0857436893,9490000,Chị Lan,
446,HD00014,MM005,2-5-25,Phan Hoài Khánh,0837816616,18040500,,Khách hẹn lấy sau
447,HD00018,MM009,13-8-26,Vũ Quang Trung,0786142524,5690500,Chị Vy,
448,HD00020,MM014,2025.09.26,Vũ Quang Trung,0786142524,4360500,Anh Giang,
449,MM013-0019,MM013,28/11/2024,Huỳnh Thanh Nhung,0704 396 051,712500,Chị Hiếu,Trả góp 0%
450,MM012-0025,MM012,8-9-25,Huynh Thanh Nhung,0704396051,19860000,Anh Tú,
451,HD00019,MM009,10-1-25,Hoàng Thị Linh,0335859990,3591000,Chị Oanh,
452,MM006-0021,MM006,31/03/2025,Trần Bảo Tuyết,0989279813,9490000,Anh Phương,Khách hẹn lấy sau
453,HD00028,MM019,06/04/2026,Trần Bảo Tuyết,84989279813,11990000,Anh Đạt,
454,MM009-0020,MM009,21-7-26,Do Huu Khanh,0941793209,2840500,Chị Cường,
455,MM017-0010,MM017,02/03/2025,Đỗ Hữu Khánh,0941793209,13372000,Anh Ngân,
456,MM018-0015,MM018,30/01/2025,Lý Thị Trang,0707014888,19980000,Anh Vy,Khách hẹn lấy sau
457,HD00024,MM022,20-1-26,Lý Thị Trang,0707014888,18040500,Anh Bình,
458,HD00016,MM004,07/01/2025,Trần Xuân Quyên,0321035650,17091000,Chị Trang,
459,MM011-0020,MM011,02/04/2025,Phạm Gia Hoa,0864 040 107,14972000,Chị Trang,Trả góp 0%
460,HD00019,MM001,4-12-25,Ngô Thị Bình,0888805925,560500,Anh Tú,Khách hẹn lấy sau
461,HD00021,MM014,13/11/2025,Ngo Kim Hanh,0976540154,9490000,Anh Long,Trả góp 0%
462,HD00026,MM012,02/11/2025,Võ Minh Tuyết,0980206644,6490000,Anh Long,
463,MM013-0020,MM013,13/11/2025,Hồ Tuấn Quyên,0344467950,225000,Chị Vinh,
464,MM011-0021,MM011,03/08/2024,Trần Hoài Linh,0816388652,33291000,Chị An,Trả góp 0%
465,HD00016,MM018,3-5-25,Tran Hoai Linh,0816388652,25767000,,
466,HD00021,MM009,10/06/2025,Trần Hoài Linh,0816388652,40088000,Chị Lan,Trả góp 0%
467,HD00021,MM007,03/10/2024,Ly Quang Thang,0786488076,48681000,Anh Bình,Trả góp 0%
468,MM020-0022,MM020,20/12/2025,Lý Quang Thắng,0786488076,33291000,Anh Giang,Khách hẹn lấy sau
469,HD00024,MM021,15-8-26,Dang Van Duy,84359791240,2490000,Chị Thắng,Đã xuất hóa đơn VAT
470,MM007-0022,MM007,23/03/2026,Trần Xuân Hạnh,0330287914,17082000,Anh Duy,
471,HD00015,MM003,2024.08.16,Hồ Hoài Mai,84367326454,4731000,Anh Tâm,Đã xuất hóa đơn VAT
472,HD00011,MM017,08/07/2025,Võ Văn Vy,0918581100,5990000,Chị Huy,
473,HD00022,MM009,2026.03.28,Võ Văn Vy,0918581100,120000,Chị Vy,
474,MM009-0023,MM009,2025.12.29,Ho Gia Thao,0365158924,11980000,Anh Đạt,Trả góp 0%
475,MM014-0022,MM014,2025.06.26,Ngo Quang Dat,0350537183,27990000,Chị Hà,Trả góp 0%
476,MM016-0015,MM016,13-8-26,Bùi Kim Tuyết,0760492826,2840500,Chị Giang,
477,MM010-0022,MM010,11/07/2024,Ngô Tuấn Dung,0984 194 245,9490000,Anh Mai,Trả góp 0%
478,MM014-0023,MM014,17-3-25,Ngô Tuấn Dung,0984194245,3141000,Anh Khoa,Khách hẹn lấy sau
479,HD00029,MM019,21-8-25,Hồ Tuấn Vy,0846934605,6680000,Chị An,
480,MM017-0012,MM017,2025.10.15,Võ Anh Đạt,0338 463 936,4990000,Anh Nga,Đã xuất hóa đơn VAT
481,MM006-0022,MM006,13/08/2026,Võ Anh Đạt,84338463936,3490000,Anh Thảo,Trả góp 0%
482,MM017-0013,MM017,05/09/2025,Đỗ Đức Giang,0351860831,11480000,Chị Duy,Trả góp 0%
483,MM021-0025,MM021,20/03/2025,Lý Đức Phương,0818932026,2840500,Chị Vy,Khách hẹn lấy sau
484,MM011-0022,MM011,09/12/2024,DƯƠNG TUẤN TUYẾT,0388659235,30390500,Chị Bình,Khách hẹn lấy sau
485,MM014-0024,MM014,19-8-25,DƯƠNG TUẤN TUYẾT,0388659235,9015500,Anh Đạt,Trả góp 0%
486,HD00025,MM024,31-1-26,Dương Tuấn Tuyết,0388659235,35140500,Chị Bình,
487,HD00023,MM007,14-12-25,Dương Tuấn Tuyết,84388659235,51460000,Chị Trang,Trả góp 0%
488,HD00021,MM013,31-10-24,Lý Văn Yến,0974986713,6610000,Anh Thảo,
489,MM012-0027,MM012,2025.02.10,Lý Minh Oanh,,31980000,Anh Bình,Khách hẹn lấy sau
490,HD00015,MM005,08/03/2026,Ngô Hữu Hải,0350273397,6980000,Chị Vy,
491,HD00022,MM013,4-7-25,Ngo Huu Hai,0350273397,22990000,Anh Duy,
492,MM015-0019,MM015,17/10/2025,Ngô Hữu Hải,0350273397,31990000,Anh Huy,
493,HD00023,MM013,02/10/2025,Ngô Hữu Hải,0350273397,36990000,Anh Thu,Đã xuất hóa đơn VAT
494,HD00023,MM020,26-12-25,Bùi Minh Sơn,0398836350,12980000,Anh Bình,
495,MM016-0016,MM016,08/08/2024,Bùi Minh Sơn,0398836350,12980000,Chị An,Trả góp 0%
496,MM021-0026,MM021,21/04/2026,Bùi Minh Sơn,0398836350,7191000,Chị An,Đã xuất hóa đơn VAT
497,HD00017,MM018,26-6-25,Phan Đức Hạnh,0794 326 489,56771500,Chị Đạt,
498,MM022-0025,MM022,17/11/2025,Do Thi Hanh,84825615347,2840500,Anh Như,Đã xuất hóa đơn VAT
499,MM020-0024,MM020,04/09/2025,Phan Ngọc Bình,0385459779,12990000,Anh Nga,
500,HD00024,MM007,19-12-25,Le Van Nga,0787 793 448,2490000,Anh Khoa,Trả góp 0%
501,HD00020,MM001,23/03/2026,PHẠM THANH TÚ,0814968311,10791000,Anh Phong,Đã xuất hóa đơn VAT
502,HD00030,MM019,05/03/2026,Phạm Thanh Tú,0814968311,4990000,Anh Quyên,
503,HD00016,MM003,2026.01.09,Bui Hoai Nam,0960071315,21470000,Anh Ngân,Khách hẹn lấy sau
504,HD00028,MM012,07/02/2026,VÕ MINH PHƯƠNG,0395692227,25011000,Chị Trang,
505,HD00018,MM018,17/06/2025,Lê Tuấn Nam,0974823931,6453500,Anh Nga,
506,HD00031,MM019,03/07/2026,Bùi Hữu Hoa,0847897977,7115500,Anh Phương,Trả góp 0%
507,HD00024,MM013,09/06/2025,Bùi Hữu Hoa,0847897977,28721500,Anh Huy,
508,MM023-0021,MM023,20/02/2025,Bui Huu Hoa,0847897977,3635500,Chị Sơn,Đã xuất hóa đơn VAT
509,MM012-0029,MM012,29/07/2026,Phan Ngoc Dung,0908770382,151450000,Anh Vy,Đã xuất hóa đơn VAT
510,HD00025,MM020,29/12/2024,Phan Ngọc Dung,0908770382,4590000,Chị Hà,
511,MM014-0025,MM014,2025.04.05,Phan Ngọc Dung,84908770382,18990000,Anh Lâm,
512,HD00020,MM015,17/07/2025,Phan Ngọc Dung,0908770382,11691000,Anh Phong,
513,HD00025,MM007,27/08/2025,LÊ TUẤN TÂM,0390680136,11691000,Anh Đạt,
514,HD00019,MM018,16/04/2026,Lê Tuấn Tâm,0390680136,36990000,Anh Tâm,Đã xuất hóa đơn VAT
515,MM021-0027,MM021,30/07/2025,Huỳnh Ngọc Long,0846176296,18990000,Anh Trung,
516,HD00023,MM011,2025.02.20,Le Hoai Khoa,0340 165 426,56020500,Chị Vy,
